2018-01-24 21:02:31.681858	ok	892420643555336193	0.6357671752533065
2018-01-24 21:02:32.290259	ok	892177421306343426	0.6127602800647196
2018-01-24 21:02:32.929860	ok	891815181378084864	0.6272808477964986
2018-01-24 21:02:33.538261	ok	891689557279858688	0.6202149900031486
2018-01-24 21:02:34.146662	ok	891327558926688256	0.5985495016763025
2018-01-24 21:02:34.755063	ok	891087950875897856	0.60830805604337
2018-01-24 21:02:35.363465	ok	890971913173991426	0.6065405462935587
2018-01-24 21:02:35.940666	ok	890729181411237888	0.5849111683809838
2018-01-24 21:02:36.533467	ok	890609185150312448	0.5955249694011968
2018-01-24 21:02:37.126268	ok	890240255349198849	0.5933933146319532
2018-01-24 21:02:37.719069	ok	890006608113172480	0.5914410716050611
2018-01-24 21:02:38.421070	ok	889880896479866881	0.7033301404125041
2018-01-24 21:02:39.013871	ok	889665388333682689	0.5888456830950304
2018-01-24 21:02:39.606672	ok	889638837579907072	0.5938452649743908
2018-01-24 21:02:40.230673	ok	889531135344209921	0.6260835024821176
2018-01-24 21:02:40.807874	ok	889278841981685760	0.5684132703871683
2018-01-24 21:02:41.525475	ok	888917238123831296	0.7157745493800576
2018-01-24 21:02:42.196277	ok	888804989199671297	0.6799917896321404
2018-01-24 21:02:42.882678	ok	888554962724278272	0.6788970739161186
2018-01-24 21:02:43.444279	TweepError	888202515573088257	0.5653089150911228
2018-01-24 21:02:44.068280	ok	888078434458587136	0.6166776898457442
2018-01-24 21:02:44.692281	ok	887705289381826560	0.6246618924898257
2018-01-24 21:02:45.316282	ok	887517139158093824	0.6231498164070217
2018-01-24 21:02:45.940283	ok	887473957103951883	0.6318474848146707
2018-01-24 21:02:46.533084	ok	887343217045368832	0.5977809200173283
2018-01-24 21:02:47.172685	ok	887101392804085760	0.6348047376863519
2018-01-24 21:02:47.781086	ok	886983233522544640	0.6021787883625507
2018-01-24 21:02:48.389487	ok	886736880519319552	0.6148615260641463
2018-01-24 21:02:48.982288	ok	886680336477933568	0.5966010597456375
2018-01-24 21:02:49.621890	ok	886366144734445568	0.6287484510532408
2018-01-24 21:02:50.214691	ok	886267009285017600	0.5924297367361078
2018-01-24 21:02:50.869892	ok	886258384151887873	0.6574740955291531
2018-01-24 21:02:51.525093	ok	886054160059072513	0.655304809907193
2018-01-24 21:02:52.180294	ok	885984800019947520	0.6525877863175538
2018-01-24 21:02:52.804295	ok	885528943205470208	0.6260359887791651
2018-01-24 21:02:53.412696	ok	885518971528720385	0.6107179510570973
2018-01-24 21:02:54.021097	ok	885311592912609280	0.6085372621463989
2018-01-24 21:02:54.613898	ok	885167619883638784	0.5862290084460255
2018-01-24 21:02:55.222299	ok	884925521741709313	0.6087782516477773
2018-01-24 21:02:55.830700	ok	884876753390489601	0.60763336146141
2018-01-24 21:02:56.470302	ok	884562892145688576	0.6400095787625446
2018-01-24 21:02:57.063103	ok	884441805382717440	0.5925034780030956
2018-01-24 21:02:57.671504	ok	884247878851493888	0.6145878471351125
2018-01-24 21:02:58.295505	ok	884162670584377345	0.6269140420096733
